Species 1,Species 2,Dist
Australia(37),Australia(39),0,0011634677
Australia(38),Australia(39),0,0011614407
Australia,Australia(40),0,0147857336
Australia(2),Australia(40),0,0153224981
Australia(3),Australia(40),0,0141666332
Australia(4),Australia(40),0,0153831390
Australia(5),Australia(40),0,0153224981
Australia(6),Australia(40),0,0147595444
Australia(7),Australia(40),0,0147247694
Australia(8),Australia(40),0,0147247694
Australia(9),Australia(40),0,0159209422
Australia(10),Australia(40),0,0164909121
Australia(11),Australia(40),0,0171233141
Australia(12),Australia(40),0,0177836172
Australia(13),Australia(40),0,0165821514
Australia(14),Australia(40),0,0153529800
Australia(15),Australia(40),0,0164909121
Australia(16),Australia(40),0,0153224981
Australia(17),Australia(40),0,0164909121
Australia(18),Australia(40),0,0082067687
Australia(19),Australia(40),0,0171334315
Australia(20),Australia(40),0,0158928259
Australia(21),Australia(40),0,0153167996
Australia(22),Australia(40),0,0082115824
Australia(23),Australia(40),0,0158867909
Australia(24),Australia(40),0,0147247694
Australia(25),Australia(40),0,0147421364
Australia(26),Australia(40),0,0147247694
Australia(27),Australia(40),0,0029123175
Australia(28),Australia(40),0,0152685057
Australia(29),Australia(40),0,0177310586
Australia(30),Australia(40),0,0153224981
Australia(31),Australia(40),0,0165984547
Australia(32),Australia(40),0,0153558808
Australia(33),Australia(40),0,0147480137
Australia(34),Australia(40),0,0064406243
Australia(35),Australia(40),0,0023326200
Australia(36),Australia(40),0,0058482738
Australia(37),Australia(40),0,0147247694
Australia(38),Australia(40),0,0152954543
Australia(39),Australia(40),0,0158928259
Australia,Australia(41),0,0005841122
Australia(2),Australia(41),0,0011655017
Australia(3),Australia(41),0,0005837712
Australia(4),Australia(41),0,0011716467
Australia(5),Australia(41),0,0011641449
Australia(6),Australia(41),0,0005830904
Australia(7),Australia(41),0,0005817336
Australia(8),Australia(41),0,0005817336
Australia(9),Australia(41),0,0017472353
Australia(10),Australia(41),0,0017472353
Australia(11),Australia(41),0,0029157141
Australia(12),Australia(41),0,0035193327
Australia(13),Australia(41),0,0029284344
Australia(14),Australia(41),0,0011664361
Australia(15),Australia(41),0,0017492729
Australia(16),Australia(41),0,0011641449
Australia(17),Australia(41),0,0017472353
Australia(18),Australia(41),0,0159242728
Australia(19),Australia(41),0,0029174153
Australia(20),Australia(41),0,0011641449
Australia(21),Australia(41),0,0011637213
Australia(22),Australia(41),0,0164942310
Australia(23),Australia(41),0,0011637213
Australia(24),Australia(41),0,0005817336
Australia(25),Australia(41),0,0005830904
Australia(26),Australia(41),0,0005824112
Australia(27),Australia(41),0,0165136882
Australia(28),Australia(41),0,0005817336
Australia(29),Australia(41),0,0029239849
Australia(30),Australia(41),0,0011655017
Australia(31),Australia(41),0,0029310973
Australia(32),Australia(41),0,0000000000
Australia(33),Australia(41),0,0005851376
Australia(34),Australia(41),0,0147021144
Australia(35),Australia(41),0,0164942310
Australia(36),Australia(41),0,0152987732
Australia(37),Australia(41),0,0005817336
Australia(38),Australia(41),0,0005817336
Australia(39),Australia(41),0,0005817336
Australia(40),Australia(41),0,0153224981
Australia,Australia(42),0,0005847954
Australia(2),Australia(42),0,0011655017
Australia(3),Australia(42),0,0005837712
Australia(4),Australia(42),0,0011702755
Australia(5),Australia(42),0,0011655017
Australia(6),Australia(42),0,0005837712
Australia(7),Australia(42),0,0005824112
Australia(8),Australia(42),0,0005824112
Australia(9),Australia(42),0,0017492729
Australia(10),Australia(42),0,0017472353
Australia(11),Australia(42),0,0029191186
Australia(12),Australia(42),0,0035152090
Australia(13),Australia(42),0,0029284344
Australia(14),Australia(42),0,0011677982
Australia(15),Australia(42),0,0017472353
Australia(16),Australia(42),0,0011655017
Australia(17),Australia(42),0,0017472353
Australia(18),Australia(42),0,0159055098
Australia(19),Australia(42),0,0029208238
Australia(20),Australia(42),0,0011641449
Australia(21),Australia(42),0,0011650771
Australia(22),Australia(42),0,0165136882
Australia(23),Australia(42),0,0011637213
Australia(24),Australia(42),0,0005824112
Australia(25),Australia(42),0,0005830904
Australia(26),Australia(42),0,0005824112
Australia(27),Australia(42),0,0164942310
Australia(28),Australia(42),0,0005817336
Australia(29),Australia(42),0,0029205691
Australia(30),Australia(42),0,0011655017
Australia(31),Australia(42),0,0029310973
Australia(32),Australia(42),0,0000000000
Australia(33),Australia(42),0,0005844536
Australia(34),Australia(42),0,0147194279
Australia(35),Australia(42),0,0165136882
Australia(36),Australia(42),0,0159055098
Australia(37),Australia(42),0,0005824112
Australia(38),Australia(42),0,0005817336
Australia(39),Australia(42),0,0005817336
Australia(40),Australia(42),0,0159021869
Australia(41),Australia(42),0,0000000000
Australia,Australia(43),0,0005837712
Australia(2),Australia(43),0,0011655017
Australia(3),Australia(43),0,0005837712
Australia(4),Australia(43),0,0011716467
Australia(5),Australia(43),0,0011634677
Australia(6),Australia(43),0,0005827506
Australia(7),Australia(43),0,0005813954
Australia(8),Australia(43),0,0005813954
Australia(9),Australia(43),0,0017462183
Australia(10),Australia(43),0,0017462183
Australia(11),Australia(43),0,0029140148
Australia(12),Australia(43),0,0035193327
Australia(13),Australia(43),0,0029284344
Australia(14),Australia(43),0,0011657562
Australia(15),Australia(43),0,0017492729
Australia(16),Australia(43),0,0011634677
Australia(17),Australia(43),0,0017462183
Australia(18),Australia(43),0,0159242728
Australia(19),Australia(43),0,0029157141
Australia(20),Australia(43),0,0011634677
Australia(21),Australia(43),0,0011630445
Australia(22),Australia(43),0,0164845196
Australia(23),Australia(43),0,0011630445
Australia(24),Australia(43),0,0005813954
Australia(25),Australia(43),0,0005830904
Australia(26),Australia(43),0,0005824112
Australia(27),Australia(43),0,0165136882
Australia(28),Australia(43),0,0005813954
Australia(29),Australia(43),0,0029239849
Australia(30),Australia(43),0,0011655017
Australia(31),Australia(43),0,0029310973
Australia(32),Australia(43),0,0011682248
Australia(33),Australia(43),0,0005851376
Australia(34),Australia(43),0,0146934729
Australia(35),Australia(43),0,0164845196
Australia(36),Australia(43),0,0152897759
Australia(37),Australia(43),0,0005813954
Australia(38),Australia(43),0,0005813954
Australia(39),Australia(43),0,0017462183
Australia(40),Australia(43),0,0153224981
Australia(41),Australia(43),0,0011641449
Australia(42),Australia(43),0,0011655017
Australia,Australia(44),0,0141611003
Australia(2),Australia(44),0,0147421364
Australia(3),Australia(44),0,0135845759
Australia(4),Australia(44),0,0142254151
Australia(5),Australia(44),0,0147161012
Australia(6),Australia(44),0,0141360761
Australia(7),Australia(44),0,0141194424
Australia(8),Australia(44),0,0141194424
Australia(9),Australia(44),0,0153134728
Australia(10),Australia(44),0,0153134728
Australia(11),Australia(44),0,0165136882
Australia(12),Australia(44),0,0166181588
Australia(13),Australia(44),0,0159997697
Australia(14),Australia(44),0,0147281000
Australia(15),Australia(44),0,0153405805
Australia(16),Australia(44),0,0147161012
Australia(17),Australia(44),0,0153134728
Australia(18),Australia(44),0,0070426250
Australia(19),Australia(44),0,0165039539
Australia(20),Australia(44),0,0147161012
Australia(21),Australia(44),0,0147107661
Australia(22),Australia(44),0,0076161012
Australia(23),Australia(44),0,0147107661
Australia(24),Australia(44),0,0141194424
Australia(25),Australia(44),0,0141444077
Australia(26),Australia(44),0,0141444077
Australia(27),Australia(44),0,0017505483
Australia(28),Australia(44),0,0141194424
Australia(29),Australia(44),0,0165689860
Australia(30),Australia(44),0,0147421364
Australia(31),Australia(44),0,0160153860
Australia(32),Australia(44),0,0141833784
Australia(33),Australia(44),0,0136167477
Australia(34),Australia(44),0,0058482738
Australia(35),Australia(44),0,0017474892
Australia(36),Australia(44),0,0052603842
Australia(37),Australia(44),0,0141194424
Australia(38),Australia(44),0,0141194424
Australia(39),Australia(44),0,0147161012
Australia(40),Australia(44),0,0005830904
Australia(41),Australia(44),0,0147247694
Australia(42),Australia(44),0,0147421364
Australia(43),Australia(44),0,0147161012
Australia,Australia(45),0,0153529800
Australia(2),Australia(45),0,0159525005
Australia(3),Australia(45),0,0147944840
Australia(4),Australia(45),0,0154408017
Australia(5),Australia(45),0,0159242728
Australia(6),Australia(45),0,0153258287
Australia(7),Australia(45),0,0153258287
Australia(8),Australia(45),0,0153258287
Australia(9),Australia(45),0,0165234340
Australia(10),Australia(45),0,0165234340
Australia(11),Australia(45),0,0177277668
Australia(12),Australia(45),0,0178398621
Australia(13),Australia(45),0,0172186962
Australia(14),Australia(45),0,0159187333
Australia(15),Australia(45),0,0165527406
Australia(16),Australia(45),0,0159242728
Australia(17),Australia(45),0,0165234340
Australia(18),Australia(45),0,0023405543
Australia(19),Australia(45),0,0177172964
Australia(20),Australia(45),0,0159242728
Australia(21),Australia(45),0,0159187333
Australia(22),Australia(45),0,0029205691
Australia(23),Australia(45),0,0159187333
Australia(24),Australia(45),0,0153258287
Australia(25),Australia(45),0,0153529800
Australia(26),Australia(45),0,0153529800
Australia(27),Australia(45),0,0088195927
Australia(28),Australia(45),0,0153258287
Australia(29),Australia(45),0,0177869713
Australia(30),Australia(45),0,0159525005
Australia(31),Australia(45),0,0172352671
Australia(32),Australia(45),0,0153950847
Australia(33),Australia(45),0,0148295895
Australia(34),Australia(45),0,0023350889
Australia(35),Australia(45),0,0088040627
Australia(36),Australia(45),0,0076213300
Australia(37),Australia(45),0,0153258287
Australia(38),Australia(45),0,0153258287
Australia(39),Australia(45),0,0159242728
Australia(40),Australia(45),0,0076384768
Australia(41),Australia(45),0,0159336709
Australia(42),Australia(45),0,0159525005
Australia(43),Australia(45),0,0159242728
Australia(44),Australia(45),0,0070343682
Australia,Australia(46),0,0005871991
Australia(2),Australia(46),0,0011702755
Australia(3),Australia(46),0,0005847954
Australia(4),Australia(46),0,0011716467
Australia(5),Australia(46),0,0011702755
Australia(6),Australia(46),0,0005861665
Australia(7),Australia(46),0,0005847954
Australia(8),Australia(46),0,0005847954
Australia(9),Australia(46),0,0017564421
Australia(10),Australia(46),0,0017564421
Australia(11),Australia(46),0,0029310973
Australia(12),Australia(46),0,0035193327
Australia(13),Australia(46),0,0029284344
Australia(14),Australia(46),0,0011725910
Australia(15),Australia(46),0,0017564421
Australia(16),Australia(46),0,0011702755
Australia(17),Australia(46),0,0017564421
Australia(18),Australia(46),0,0153950847
Australia(19),Australia(46),0,0029328166
Australia(20),Australia(46),0,0011702755
Australia(21),Australia(46),0,0011698475
Australia(22),Australia(46),0,0159869354
Australia(23),Australia(46),0,0011698475
Australia(24),Australia(46),0,0005847954
Australia(25),Australia(46),0,0005854802
Australia(26),Australia(46),0,0005847954
Australia(27),Australia(46),0,0159869354
Australia(28),Australia(46),0,0005847954
Australia(29),Australia(46),0,0029308407
Australia(30),Australia(46),0,0011702755
Australia(31),Australia(46),0,0029310973
Australia(32),Australia(46),0,0011702755
Australia(33),Australia(46),0,0005851376
Australia(34),Australia(46),0,0141862132
Australia(35),Australia(46),0,0159869354
Australia(36),Australia(46),0,0147857336
Australia(37),Australia(46),0,0005847954
Australia(38),Australia(46),0,0005847954
Australia(39),Australia(46),0,0017564421
Australia(40),Australia(46),0,0147916460
Australia(41),Australia(46),0,0011702755
Australia(42),Australia(46),0,0011702755
Australia(43),Australia(46),0,0011702755
Australia(44),Australia(46),0,0142085706
Australia(45),Australia(46),0,0154224823
Australia,Australia(47),0,0000000000
Australia(2),Australia(47),0,0005841122
Australia(3),Australia(47),0,0000000000
Australia(4),Australia(47),0,0005871991
Australia(5),Australia(47),0,0005841122
Australia(6),Australia(47),0,0000000000
Australia(7),Australia(47),0,0000000000
Australia(8),Australia(47),0,0000000000
Australia(9),Australia(47),0,0011689076
Australia(10),Australia(47),0,0011689076
Australia(11),Australia(47),0,0023408103
Australia(12),Australia(47),0,0029397139
Australia(13),Australia(47),0,0023484537
Australia(14),Australia(47),0,0005840269
Australia(15),Australia(47),0,0011689076
Australia(16),Australia(47),0,0005841122
Australia(17),Australia(47),0,0011689076
Australia(18),Australia(47),0,0153711344
Australia(19),Australia(47),0,0023394412
Australia(20),Australia(47),0,0005841122
Australia(21),Australia(47),0,0005840269
Australia(22),Australia(47),0,0159619320
Australia(23),Australia(47),0,0005840269
Australia(24),Australia(47),0,0000000000
Australia(25),Australia(47),0,0000000000
Australia(26),Australia(47),0,0000000000
Australia(27),Australia(47),0,0159619320
Australia(28),Australia(47),0,0000000000
Australia(29),Australia(47),0,0023446702
Australia(30),Australia(47),0,0005841122
Australia(31),Australia(47),0,0023504387
Australia(32),Australia(47),0,0005854802
Australia(33),Australia(47),0,0000000000
Australia(34),Australia(47),0,0141644465
Australia(35),Australia(47),0,0159619320
Australia(36),Australia(47),0,0147628906
Australia(37),Australia(47),0,0000000000
Australia(38),Australia(47),0,0000000000
Australia(39),Australia(47),0,0011689076
Australia(40),Australia(47),0,0147682638
Australia(41),Australia(47),0,0005841122
Australia(42),Australia(47),0,0005841122
Australia(43),Australia(47),0,0005841122
Australia(44),Australia(47),0,0141694613
Australia(45),Australia(47),0,0153620519
Australia(46),Australia(47),0,0005865103
Australia,Australia(48),0,0011698475
Australia(2),Australia(48),0,0017485077
Australia(3),Australia(48),0,0011677982
Australia(4),Australia(48),0,0023435532
